	mouse_TATA	mouse_INR
C030046M01Rik	False	False
C030048H21Rik	False	False
C030041M11Rik	False	False
C330004M20Rik	False	False
8030456M14Rik	False	False
8030444G23Rik	False	False
9530010C24Rik	False	False
8030497O21Rik	False	False
9330118I20Rik	False	False
9330153N18Rik	False	False
9330179A15Rik	False	False
9330185C12Rik	False	False
9330198N18Rik	False	False
9330179C17Rik	False	False
C030017B01Rik	False	False
C030013C02Rik	False	False
C030015D21Rik	False	False
C030014A21Rik	False	False
C030014C12Rik	False	False
C030034I22Rik	False	False
C330004P14Rik	False	False
8030442B05Rik	False	False
8030479D07Rik	False	False
8030443L12Rik	False	False
8030498B09Rik	False	False
8030487O14Rik	False	False
9330109K16Rik	False	False
9330154F10Rik	False	False
9330182L19Rik	False	False
9330179D12Rik	False	False
9330198I05Rik	False	False
9330115C17Rik	False	False
3930401B19Rik	False	False
5730596B20Rik	False	False
4631423B10Rik	False	False
4931406H21Rik	False	False
4930552P12Rik	False	False
5830406C21Rik	False	False
5830420C07Rik	False	False
C530001K22Rik	False	False
C430050I21Rik	False	False
C330004N01Rik	False	False
C330002G04Rik	False	False
C030038I04Rik	False	False
C030044M21Rik	False	False
C030037D09Rik	False	False
C030047K22Rik	False	False
C030045M22Rik	False	False
C330008A17Rik	False	False
C430039J16Rik	False	False
C530007A02Rik	False	False
4930544N03Rik	False	False
4930554H23Rik	False	False
C030044C18Rik	False	False
C030041B07Rik	False	False
C030039E19Rik	False	False
C330001P17Rik	False	False
Ptprtos	False	False
C030043A13Rik	False	False
C430039J01Rik	False	False
C430049B03Rik	False	False
C430049A07Rik	False	False
C430045I18Rik	False	False
1520401O13Rik	False	False
9030218A15Rik	False	False
9030204H09Rik	False	False
9130231A04Rik	False	False
9130209A04Rik	False	False
9130230N09Rik	False	False
9230109C02Rik	False	False
9230104K21Rik	False	False
Tmem250-ps	False	False
6720484G13Rik	False	False
9230110I02Rik	False	False
9030616G12Rik	False	False
Gvin-ps1	False	False
9130201A16Rik	False	False
9230106L01Rik	False	False
9130604C24Rik	False	False
9130223C08Rik	False	False
4831407H17Rik	False	False
Smim41	False	False
6030458A19Rik	False	False
6720454L20Rik	False	False
Dnah2os	False	False
6030460B20Rik	False	False
6030492E11Rik	False	False
6720451E02Rik	False	False
6720477C19Rik	False	False
6720460K10Rik	False	False
6720469O03Rik	False	False
6720432D03Rik	False	False
6720483E21Rik	False	False
9930120I10Rik	False	False
A230102O21Rik	False	False
9230111E07Rik	False	False
9230112J17Rik	False	False
9230118N17Rik	False	False
A230103O09Rik	False	False
A230103L15Rik	False	False
A230101C19Rik	False	False
A230106O10Rik	False	False
9230118N01Rik	False	False
9930111H07Rik	False	False
Krtap10-4	False	False
A430105P17Rik	False	False
A930008L05Rik	False	False
A430103D13Rik	False	False
A430106A03Rik	False	False
A430102O06Rik	False	False
A930007I19Rik	False	False
A930008B05Rik	False	False
A430110A21Rik	False	False
A930007D18Rik	False	False
A930003G23Rik	False	False
A930003K04Rik	False	False
A930010G16Rik	False	False
A930009A15Rik	False	False
A930015P04Rik	False	False
A930026C06Rik	False	False
A930019H14Rik	False	False
A930019D19Rik	False	False
A930025H08Rik	False	False
Lrrc42	False	False
A930015D03Rik	False	False
A930014D08Rik	False	False
A930012N16Rik	False	False
A930024O17Rik	False	False
A930013N22Rik	False	False
A930018O16Rik	False	False
A930028O11Rik	False	False
A930031G03Rik	False	False
Ube4bos1	False	False
A930027M08Rik	False	False
Krba1	False	True
A930036K24Rik	False	False
A930033M24Rik	False	False
A930032L01Rik	False	False
A930041H05Rik	False	False
A930031H19Rik	False	False
A930035F09Rik	False	False
A930036M01Rik	False	False
A930036A04Rik	False	False
Far2os2	False	False
B230112G18Rik	False	False
Rapgef4it	False	False
B230112J18Rik	False	False
B230104F01Rik	False	False
B430319H21Rik	False	False
B830007D08Rik	False	False
D730044K07Rik	False	False
D730047P14Rik	False	False
E130111B04Rik	False	False
D730045A05Rik	False	False
Ankrd66	False	False
D730050C22Rik	False	False
D730047E02Rik	False	False
D730048M23Rik	False	False
E130102H24Rik	False	False
D730045B01Rik	False	False
Six3os1	False	False
E130112B07Rik	False	False
E130116L18Rik	False	False
6030442K20Rik	False	False
6030458C11Rik	False	False
6030440G07Rik	False	False
6030446M11Rik	False	False
6030442E23Rik	False	False
6030458E02Rik	False	False
6030498E09Rik	False	True
6720427H10Rik	False	False
6720454L07Rik	False	False
6720407P12Rik	False	False
6720418B01Rik	False	False
6720475M21Rik	False	False
6720482G16Rik	False	False
6720470G18Rik	False	False
6720473M11Rik	False	False
9230113A04Rik	False	False
9230110K08Rik	False	False
9230118H08Rik	False	False
A030003K21Rik	False	False
Krtap17-1	True	True
A030014E15Rik	False	False
A330102K18Rik	False	False
A330102I10Rik	False	False
A030005K14Rik	False	False
A030005L19Rik	False	False
A330107A15Rik	False	False
A430102A20Rik	False	False
A430102K17Rik	False	False
A430106F12Rik	False	False
A930005C09Rik	False	False
A930004D18Rik	False	False
A930001M01Rik	False	False
A930006A01Rik	False	False
A930014D07Rik	False	False
A930016I07Rik	False	False
A930011B18Rik	False	False
A930011E06Rik	False	False
A930012M21Rik	False	False
A930026B05Rik	False	False
A930023M06Rik	False	False
A930027H12Rik	False	False
A930033C23Rik	False	False
A930036I15Rik	False	False
A930041D05Rik	False	False
A930026I22Rik	False	False
A930037O16Rik	False	False
A930037G07Rik	False	False
A930040O22Rik	False	False
B230104C14Rik	False	False
B230110G15Rik	False	False
B230119M05Rik	False	False
B230112I24Rik	False	False
B230114A03Rik	False	False
D730047N16Rik	False	False
E130101E03Rik	False	False
D730048M19Rik	False	False
D730042M07Rik	False	False
E130102C15Rik	False	False
E130101A01Rik	False	False
4930503F20Rik	False	False
4930469B13Rik	False	False
4930465I24Rik	False	False
4930478K11Rik	False	False
4930473D10Rik	False	False
4930477O03Rik	False	False
4930488B04Rik	False	False
4930505K14Rik	False	False
Ccdc150	False	False
4930504D19Rik	False	False
4930519K11Rik	False	False
4930513L16Rik	False	False
4930529L06Rik	False	False
4930543K20Rik	False	False
4930540M03Rik	False	False
4930539C01Rik	False	False
4930535L15Rik	False	False
4930545L08Rik	False	False
4930538L07Rik	False	False
4930527L19Rik	False	False
4930547E08Rik	False	False
4930535G08Rik	False	False
4930528H21Rik	False	False
4930551I20Rik	False	False
4930565M07Rik	False	False
4930555M17Rik	False	False
4930550L05Rik	False	False
4930548G05Rik	False	False
Lrrc75aos1	False	False
4930548J01Rik	False	False
4930556A17Rik	False	False
4930564I24Rik	False	False
4930563H03Rik	False	False
4930571O06Rik	False	False
4930573O16Rik	False	False
4930570N18Rik	False	False
4930570G05Rik	False	False
4930569F06Rik	False	False
4930567K20Rik	False	False
4930583I09Rik	False	False
4930578E11Rik	False	False
4930595L18Rik	False	False
4930593C16Rik	False	False
4930595D18Rik	False	False
5830426I08Rik	False	False
6430503K07Rik	False	False
6530437J22Rik	False	False
5330429C05Rik	False	False
5930435M05Rik	False	False
6720468P15Rik	False	False
6720484C15Rik	False	False
9230108I15Rik	False	False
9130219B18Rik	False	False
9230114J08Rik	False	False
9230117E06Rik	False	False
4930471C06Rik	False	False
4930555B12Rik	False	False
5730402E23Rik	False	False
Sowahb	False	False
4921501I09Rik	False	False
5430434F05Rik	False	False
8430411E10Rik	False	False
8430426J06Rik	False	False
8430431K14Rik	False	False
4833413E03Rik	False	False
4930405L22Rik	False	False
4930425F17Rik	False	False
Particl	False	False
Lrp8os1	False	False
4930428D20Rik	False	False
4930451E10Rik	False	False
4930452N14Rik	False	False
4930452A19Rik	False	False
4930434O05Rik	False	False
4930445E18Rik	False	False
4930435F05Rik	False	False
4930447E19Rik	False	False
4930439A04Rik	False	False
4930449E18Rik	False	False
4930445N08Rik	False	False
4930448L02Rik	False	False
4930525C09Rik	False	False
4930425L21Rik	False	False
4930433E05Rik	False	False
4930440F04Rik	False	False
4921501M06Rik	False	False
4922502H24Rik	False	False
4921540A03Rik	False	False
4933439N14Rik	False	False
5430409L15Rik	False	False
7330404K18Rik	False	False
7330423F06Rik	False	False
8430439B09Rik	False	False
8430430B14Rik	False	False
4930405E02Rik	False	False
4930404H24Rik	False	False
4930430O22Rik	False	False
4930441H08Rik	False	False
4930440I19Rik	False	False
4930442G15Rik	False	False
4930435C17Rik	False	False
4930459L07Rik	False	False
4930441N18Rik	False	False
4930445N06Rik	False	False
4930439D14Rik	False	False
4930477G07Rik	False	False
4930483P17Rik	False	False
4930486F22Rik	False	False
4930479H17Rik	False	False
4930487D11Rik	False	False
4930471C04Rik	False	False
4930511A08Rik	False	False
4930520K02Rik	False	False
4930522O17Rik	False	False
4930517L18Rik	False	False
4930520M14Rik	False	False
4930522P08Rik	False	False
4930512P04Rik	False	False
4930534D22Rik	False	False
4930539H15Rik	False	False
Rab11fip4os2	False	False
Bnip5	False	False
4930540I17Rik	False	False
4930528P14Rik	False	False
4930546K05Rik	False	False
4930528J18Rik	False	False
4930546J17Rik	False	False
4930544I03Rik	False	False
4930527E20Rik	False	False
4930527G23Rik	False	False
4930538E20Rik	False	False
4930546O09Rik	False	False
4930557K07Rik	False	False
4930551E15Rik	False	False
4930563A19Rik	False	False
4930552P06Rik	False	False
4930556G22Rik	False	False
4930556H05Rik	False	False
4930549L11Rik	False	False
4930558N11Rik	False	False
Rbm46os	False	False
4930563M20Rik	False	False
4930589O11Rik	False	False
4930578N18Rik	False	False
4930584D05Rik	False	False
4930573I07Rik	False	False
4930568E12Rik	False	False
4930567J20Rik	False	False
4930577H14Rik	False	False
4930571N24Rik	False	False
4930570D08Rik	False	False
4930588D02Rik	False	False
4930594M22Rik	False	False
4930596I21Rik	False	False
5033405D04Rik	False	False
6330522J23Rik	False	False
5330417P21Rik	False	False
5330439M10Rik	False	False
6030471H07Rik	False	False
9230112D13Rik	False	False
Iqch	False	False
Zfp286it	False	False
4921539H07Rik	False	False
4632411P08Rik	False	False
4632418H02Rik	False	False
5330423I11Rik	False	False
5330434G04Rik	False	False
5330427O13Rik	False	False
5330430C04Rik	False	False
5330433J24Rik	False	False
5330428N10Rik	False	False
5330421C15Rik	False	False
5330430B06Rik	False	False
5330439K02Rik	False	False
5330426L24Rik	False	False
5330421F21Rik	False	False
B230118I11Rik	False	False
0610008J02Rik	False	False
0610012E21Rik	False	False
0610031C06Rik	False	False
0610033I19Rik	False	False
1500032F14Rik	False	False
1810041H14Rik	False	False
2410006F04Rik	False	False
2700001H16Rik	False	False
Fam219b	False	False
2900002M20Rik	False	False
2700078K13Rik	False	False
1810035K13Rik	False	False
2310010J17Rik	False	False
2510010K19Rik	False	False
2810030D12Rik	False	False
2900037P16Rik	False	False
2900016J10Rik	False	False
3110004A20Rik	False	False
1700043A12Rik	False	False
1700034K08Rik	False	False
1700054K02Rik	False	False
2500002B13Rik	False	False
Lypd8l	False	False
0610033P13Rik	False	False
0610037L18Rik	False	False
Lhx1os	False	False
2810433H14Rik	False	False
1700016D08Rik	False	False
1700006P03Rik	False	False
2600002D14Rik	False	False
2310047N11Rik	False	False
Lce6a	False	True
2210420L05Rik	False	False
2310063J23Rik	False	False
2610524J22Rik	False	False
2610318M16Rik	False	False
2810028B13Rik	False	False
2900002H24Rik	False	False
2900042G08Rik	False	False
2900037B21Rik	False	False
2900041M22Rik	False	False
2900041H08Rik	False	False
Fam131a	False	True
2900079J23Rik	False	False
2900083M14Rik	False	False
3110033O22Rik	False	False
1700034E13Rik	False	False
1700052M18Rik	False	False
9530034D02Rik	False	False
9530047P18Rik	False	False
Bcas3os2	False	False
9530046B11Rik	False	False
9530039L23Rik	False	False
9530049O05Rik	False	False
9530032E18Rik	False	False
9530053H05Rik	False	False
Prr9	True	True
A930006K02Rik	False	False
A930009K04Rik	False	False
A930014E10Rik	False	False
A930018C05Rik	False	False
A930028N01Rik	False	False
A930037H05Rik	False	False
A930033M14Rik	False	False
A930041C12Rik	False	False
C330013E15Rik	False	False
D730050B12Rik	False	False
D730044P03Rik	False	False
4930407I02Rik	False	False
9530075M24Rik	False	False
9530077C14Rik	False	False
C030002A05Rik	False	False
1700054A03Rik	False	False
1700064N11Rik	False	False
1700057H15Rik	False	False
1700062A02Rik	False	False
1700065F09Rik	False	False
Ccdc190	False	False
1700087M22Rik	False	False
1700112H04Rik	False	False
1700109G15Rik	False	False
1700121M21Rik	False	False
1700119I11Rik	False	False
1700123J03Rik	False	False
2200007N16Rik	False	False
2210414L08Rik	False	False
1810056I18Rik	False	False
Tspan2os	False	False
1700015O03Rik	False	False
1810073J14Rik	False	False
1700109O10Rik	False	False
1700063D05Rik	False	False
8430422M14Rik	False	False
Frmpd1os	False	False
3110099E03Rik	False	False
3300005D01Rik	False	False
2900009I19Rik	False	False
C330022C24Rik	False	False
B230219D22Rik	False	False
C330016L05Rik	False	False
C330024E10Rik	False	False
C330019O22Rik	False	False
C330026N13Rik	False	False
C030006F08Rik	False	False
C430005N20Rik	False	False
C430004N12Rik	False	False
C030004G16Rik	False	False
C030005H24Rik	False	False
C030001C17Rik	False	False
C430014O12Rik	False	False
E130304I02Rik	False	False
E130119H09Rik	False	False
5430407F15Rik	False	False
E130118H10Rik	False	False
E130120K24Rik	False	False
9530071P10Rik	False	False
9530078K11Rik	False	False
9530085P06Rik	False	False
9630003H22Rik	False	False
9630009A06Rik	False	False
9630015K15Rik	False	False
9630014C11Rik	False	False
C630050I24Rik	False	False
D730004N08Rik	False	False
D530037P16Rik	False	False
D530033B14Rik	False	False
D730001M18Rik	False	False
D530043N20Rik	False	False
D730003K21Rik	False	False
Mir142hg	False	False
A330106M24Rik	False	False
A430109H19Rik	False	False
A930014E01Rik	False	False
A930030B21Rik	False	False
B230216N24Rik	False	False
B430006N09Rik	False	False
E130102B10Rik	False	False
Btbd19	False	False
9530034A14Rik	False	False
9530041E20Rik	False	False
9530034E10Rik	False	False
9530036M11Rik	False	False
1700041B01Rik	False	False
1700048G13Rik	False	False
1700063I16Rik	False	False
1700074G04Rik	False	False
1700072I22Rik	False	False
1700089I07Rik	False	False
1700080C20Rik	False	False
1700096C16Rik	False	False
Kcnd3os	False	False
1700104B16Rik	False	False
1700113B09Rik	False	False
1700116B05Rik	False	False
1700122C19Rik	False	False
1700121C08Rik	False	False
1700127F24Rik	False	False
1700129O19Rik	False	False
2400006E01Rik	False	False
Ccdc166	False	False
1700066C05Rik	False	False
9530067L11Rik	False	False
9530062E16Rik	False	False
9530057J20Rik	False	False
B230398E01Rik	False	False
9230102K24Rik	False	False
E130112N10Rik	False	False
B430105A11Rik	False	False
C030006N10Rik	False	False
C030006K11Rik	False	False
B830042I05Rik	False	False
C030004M13Rik	False	False
C030005K06Rik	False	False
C330025O08Rik	False	False
Platr4	False	False
C630043D15Rik	False	False
C630044B11Rik	False	False
D530017H19Rik	False	False
D530015H24Rik	False	False
D530014G21Rik	False	False
D530049I02Rik	False	False
D530034E23Rik	False	False
D530035G10Rik	False	False
D730003I15Rik	False	False
Pramel13os	False	False
D530031A16Rik	False	False
E130114A11Rik	False	False
E130303B20Rik	False	False
8030402F09Rik	False	False
9530053I22Rik	False	False
9530062K07Rik	False	False
9530086O07Rik	False	False
9530086P17Rik	False	False
9630005C17Rik	False	False
9630009N12Rik	False	False
9530097N15Rik	False	False
Fam122b	False	False
4921518K17Rik	False	False
4933424L21Rik	False	False
2700018L05Rik	False	False
4930511E03Rik	False	False
9130017K11Rik	False	False
4833432E10Rik	False	False
4833439F03Rik	False	False
4930421C12Rik	False	False
4930414F18Rik	False	False
4930432F04Rik	False	False
4930402H05Rik	False	False
4930480K15Rik	False	False
4930545L23Rik	False	False
4930544L04Rik	False	False
4930562C15Rik	False	True
4930570E03Rik	False	False
4930588G05Rik	False	False
5830407P18Rik	False	False
5830426C09Rik	False	False
C330020G15Rik	False	False
E130215H24Rik	False	False
B230207M22Rik	False	False
B230206I08Rik	False	False
B230219J02Rik	False	False
B430010I23Rik	False	False
9530078B04Rik	False	False
9530053P14Rik	False	False
C330026H20Rik	False	False
D530018E20Rik	False	False
D730005E14Rik	False	False
B230117O15Rik	False	False
B230207N12Rik	False	False
B230201I24Rik	False	False
B230206L23Rik	False	False
B230214N19Rik	False	False
Ftx	False	False
B230219J11Rik	False	False
Runx2os2	False	False
9630013K17Rik	False	False
4932443L11Rik	False	False
9130024F11Rik	False	False
4833447P13Rik	False	False
Cfap20dc	False	False
4930448N21Rik	False	False
4930425K24Rik	False	False
4930455G09Rik	False	False
4930455M05Rik	False	False
Fndc8	False	False
4930420G21Rik	False	False
4930546C10Rik	False	False
4930581F22Rik	False	False
Fbxo34	False	False
Dexi	False	True
Tcrd-V8	False	False
Prpmp5	True	True
Zfp279	False	False
BC051019	False	False
1110004F10Rik	False	False
Tce3	False	False
AF313042	False	False
Ihit1	False	False
Naip3l1	False	False
Hgh1	False	False
U90926	False	False
Klra23	False	False
Fam181b	False	False
AB041806	False	False
Tex21	False	True
Tesb	False	False
Fkbpl	False	False
Ierepo2	False	False
BC002245	False	False
Snord22	False	False
Tcstv1	False	False
Dleu2	False	False
Pcdhgb6	False	True
Pcdhgb7	False	False
Pcdhgb8	False	False
Pcdhgc4	False	True
Pcdhga1	False	False
Pcdhga2	False	False
Pcdhga5	False	True
Pcdhga8	False	True
Lce3c	True	True
Mthfr-rs1	False	False
Msx1os	False	False
Klra18	False	False
Klra19	False	False
Klra20	False	False
Klra21	False	False
Klra22	True	False
B230337E12Rik	False	False
D630023F18Rik	False	False
AI853363	False	False
C130098C10Rik	False	False
AU014756	False	False
AW049021	False	False
A630081D01Rik	False	False
D530037H12Rik	False	False
AI182371	False	False
AI225934	False	False
Wt1os	False	False
Fam102a	False	True
AI448005	False	False
C130057N11Rik	False	False
B130033B12Rik	False	False
AU018693	False	False
AV039307	False	False
AV099323	False	False
D030029J20Rik	False	False
Rapgef4os2	False	False
BB182164	False	False
BB218582	False	False
BB236304	False	False
C79798	False	False
AA516838	False	False
AA589472	False	False
AA672641	False	False
AI115009	False	False
AI504432	False	False
AI606473	False	False
AI849053	False	False
AW047730	False	False
6720422M22Rik	False	False
BB187690	False	False
Zmynd12	False	False
AI428898	False	False
AI507597	False	False
AI666798	False	False
9630041G16Rik	False	False
AW011738	False	False
BB031773	False	False
C76824	False	False
D130004A15Rik	False	False
N4bp2l1	False	True
9930105H17Rik	False	False
AI480526	False	False
AI506816	False	False
AI839979	False	False
Fam185a	False	False
AU017193	False	False
Ccdc60	False	False
AW549542	False	False
A230098N10Rik	False	False
C78283	False	False
C230066G23Rik	False	False
6430519N07Rik	False	False
AU046084	False	False
6030456E01Rik	False	False
Ceacam15	True	True
AI314278	False	False
Mir9-3hg	False	False
AU020206	False	False
A730082K24Rik	False	False
AV356131	False	False
BB114814	False	False
E230006M18Rik	False	False
6030427F01Rik	False	False
R74862	False	False
AA672651	False	False
A730093L10Rik	False	False
AI429214	False	False
E230013L22Rik	False	False
C230098O21Rik	False	False
A730070K21Rik	False	False
E330037G11Rik	False	False
AU045717	False	False
AW046200	False	False
9430047G12Rik	False	False
BB014433	False	False
C78859	False	False
Fam90a1a	False	False
C88045	False	False
AA414992	False	False
B930001P03Rik	False	False
AU023762	False	False
AV064505	False	False
4833445I07Rik	False	False
BB236558	False	False
C78334	False	False
A430027C01Rik	False	False
C130081A10Rik	False	False
D630038D15Rik	False	False
D630029K05Rik	False	False
Lrrc75b	False	False
A630071D13Rik	False	False
4932439E07Rik	False	False
6430706H07Rik	False	False
BB019430	False	False
BB187676	False	False
C78038	False	False
AI450353	False	False
A530047J11Rik	False	False
9430098F02Rik	False	False
AI594671	False	False
AI662270	False	False
A530017D24Rik	False	False
AU040972	False	False
Fam117a	True	True
9530018D06Rik	False	False
C78197	False	False
C530030P08Rik	False	False
D930048N14Rik	False	False
Sfta3-ps	False	False
AI463170	False	False
AU015791	False	False
BB042571	False	False
E030047P09Rik	False	False
C87198	False	False
AA517650	False	False
AI197445	False	False
AI463229	False	False
D130076G13Rik	False	False
D930043N17Rik	False	False
AU017674	False	False
AU017834	False	False
E030046B03Rik	False	False
AW209491	False	True
AW495222	False	False
9330199F22Rik	False	False
BB123696	False	False
C130040J23Rik	False	False
C77649	False	False
C77681	False	False
B430203I24Rik	False	False
A530058O07Rik	False	False
C86273	False	False
E330034G19Rik	False	True
B930053N05Rik	False	False
AA536875	False	False
B130052P14Rik	False	False
AI413391	False	False
A630023A22Rik	False	False
C130012C08Rik	False	False
9930012K11Rik	False	True
AU020094	False	False
Fam216b	False	False
AU040096	False	False
AA589642	False	False
AA960008	False	False
AU021063	False	False
AU022754	False	False
AU022793	False	False
AW121686	False	False
Ttc38	False	False
AW557046	False	False
AW742948	False	False
Krtap13-1	True	False
D630050H08Rik	False	False
D230034L24Rik	False	False
AU015336	False	False
AV205837	False	False
Smim29	False	False
AI661453	False	True
D930007N19Rik	False	False
D230046O15Rik	False	False
B930007P11Rik	False	False
C87487	False	False
4732423E21Rik	False	False
AU018823	False	False
A330093E20Rik	False	False
AW554918	False	False
Fhip2a	False	False
AI606181	False	False
AI837181	False	False
4833438C02Rik	False	False
1110034N17Rik	False	False
AW112010	True	False
C030016D13Rik	False	False
E330013P04Rik	False	False
A130057A22Rik	False	False
Lrch2	False	True
Armcx4	False	False
6330509M05Rik	False	False
B630019K06Rik	False	True
Armcx5	False	False
AW822252	False	False
C86400	False	False
Mageb9	False	False
Snora64	False	False
Snora65	False	False
Snora70	False	False
Snora62	False	False
Snora69	False	False
Snora68	False	False
4930447I22Rik	False	False
4930540M05Rik	False	False
4931413I07Rik	False	False
Vmn1r239-ps	False	False
Vmn1r10	False	False
Vmn1r29	False	False
Vmn1r11	False	False
Vmn1r13	False	False
Vmn1r15	False	False
Vmn1r14	False	False
Vmn1r25	False	False
4930544D05Rik	False	False
Rnu11	False	False
Snord61	False	False
G6bos	False	False
Obox4	False	False
9430032L10Rik	False	False
4930573O21Rik	False	False
4930433N12Rik	False	False
4930590A17Rik	False	False
Etos1	False	False
Zim3	False	False
A430106F20Rik	False	False
Arl4aos	False	False
Tpbpb	True	False
4930598A11Rik	False	False
1110038F14Rik	False	False
2310034C09Rik	False	False
4921509O09Rik	False	False
Mro	False	True
Acap3	False	False
C87926	False	False
Pramel4	False	False
Rnu5g	False	False
AY036118	False	False
Mbd3l2	False	False
Vmn1r37	False	False
Vmn1r36	False	False
Vmn1r35	False	False
Vmn1r38	False	False
Vmn1r33	False	False
Vmn1r32	False	False
Vmn1r17	False	False
Vmn1r26	False	False
Vmn1r24	False	False
Vmn1r5	False	False
Vmn1r6	False	False
Vmn1r4	False	True
Vmn1r30	False	False
Vmn1r22	False	False
Vmn1r23	False	False
Vmn1r28	False	False
Vmn1r18	False	False
Vmn1r19	False	False
Vmn1r21	False	False
Vmn1r16	False	False
Vmn1r9	False	False
Vmn1r7	False	False
Vmn1r8	False	False
Vmn1r27	False	False
Vmn1r229	False	False
Vmn1r226	False	False
Vmn1r228	False	False
Vmn1r232	False	False
Vmn1r225	False	False
Vmn1r227	False	False
Vmn1r231	False	False
Vmn1r230	False	False
Vmn1r67	False	False
Vmn1r66	False	False
Vmn1r185	False	False
Vmn1r234	False	False
Vmn1r235	False	False
Vmn1r237	False	False
Vmn1r236	False	False
Vmn1r233	False	False
Vmn1r73	False	False
Vmn1r80	False	False
Vmn1r76	False	False
Vmn1r74	False	False
Vmn1r75	False	False
Vmn1r78	False	False
Vmn1r83	False	False
Vmn1r81	False	False
V1rg10	False	False
Vmn1r84	False	False
Vmn1r82	False	False
Vmn1r200	False	False
Vmn1r199	False	False
Vmn1r214	False	False
Vmn1r213	False	False
Vmn1r206	False	False
Vmn1r205	False	False
Vmn1r208	False	False
Vmn1r210	False	False
Vmn1r203	False	False
Vmn1r220	False	False
Vmn1r219	False	False
Vmn1r217	False	False
Vmn1r222	False	False
Vmn1r212	False	False
Vmn1r211	False	False
Vmn1r197	False	False
Vmn1r215	False	False
Vmn1r198	False	False
Vmn1r201	False	False
Vmn1r218	False	True
Vmn1r195	False	False
Vmn1r202	False	False
Vmn1r193	False	False
Vmn1r216	False	False
Vmn1r89	False	False
Vmn1r87	False	False
Vmn1r70	False	False
Or2h2	False	False
Or2h1	False	False
Or2h2c	False	False
Or2h1b	False	False
Or2i1	False	False
Or11a4	False	False
Olfr100	False	False
Or5v1	False	False
Or5v1b	False	False
Or2g25	False	False
Or2g1	False	False
Or2b4	False	False
Or2g7	False	False
Or2y3	False	False
Or2h15	False	False
Or2n1b	False	False
Or2n1	False	False
Or2n1c	False	False
Or2n1d	False	False
Or2j3	False	False
Or2n1e	False	False
Sryip2	False	False
Sryip3	False	False
Jpx	False	False
Klra17	False	False
Aard	True	True
D430041D05Rik	False	True
Vmn1r69	False	False
Vmn1r71	False	False
Vmn1r72	False	False
Vmn1r189	False	False
Vmn1r191	False	False
Vmn1r188	False	False
Vmn1r192	False	False
Vmn1r190-ps	False	False
Vmn1r85	False	False
Serpina3h	False	False
Fam199x	False	False
Klhdc4	False	True
Ttc13	False	False
Msantd2	False	False
Erdr1	False	False
BC002059	False	False
BC006965	False	False
Ubtd1	False	True
Bpifb5	False	False
Svet1	False	False
Mfrp	False	True
Csmd2	False	False
Gipc3	False	False
Fam149a	False	False
Lrrc20	False	True
Prr15l	False	False
Fam214a	False	False
Snord87	False	False
Sapcd1	False	False
Klhl11	True	True
Plekha6	True	False
3632413A11Rik	False	False
4732499D12Rik	False	False
4930403D09Rik	False	False
Fam221b	False	False
Ankef1	False	False
4930572O03Rik	False	False
4930579C12Rik	False	False
4932413F04Rik	False	False
4932441J04Rik	False	False
Sh2d7	False	False
5430427N15Rik	False	False
5930420M18Rik	False	False
6330410L21Rik	False	False
6430500G05Rik	False	False
6720417O19Rik	False	False
BC005537	False	False
8030474H12Rik	False	False
9130204K15Rik	False	False
9330112F22Rik	False	False
9330123L03Rik	False	False
9330159N05Rik	False	False
9430062P05Rik	False	False
9430091N11Rik	False	False
9430097D07Rik	False	False
9530056E24Rik	False	False
9530080O11Rik	False	False
9630001P10Rik	False	False
9630030I15Rik	False	False
9630039A02Rik	False	False
A130010J15Rik	False	False
A130026P03Rik	False	False
A130040M12Rik	False	False
A130072N09Rik	False	False
Sros1	False	False
A230038B01Rik	False	False
A330095P18Rik	False	False
A430042F24Rik	False	False
A430055H19Rik	False	False
A430061O12Rik	False	False
A430073I11Rik	False	False
A430087P03Rik	False	False
A430091L06Rik	False	False
Gpr141b	False	False
A630033J11Rik	False	False
Hmgxb3	False	True
A630075K04Rik	False	False
4732487G21Rik	False	False
A730043B01Rik	False	False
A730052K04Rik	False	False
A730081D07Rik	False	False
A730087J23Rik	False	False
A730099G02Rik	False	False
A830012C17Rik	False	False
A830037D11Rik	False	False
A830092I05Rik	False	False
A930001C03Rik	False	False
Snhg11	False	True
B230214O09Rik	False	False
B230219N05Rik	False	False
B230220N19Rik	False	False
B430119L08Rik	False	False
B930032C10Rik	False	False
B930046C15Rik	False	False
B930063I24Rik	False	False
B930086H10Rik	False	False
C030012N03Rik	False	False
C030017G13Rik	False	False
C130036L24Rik	False	False
C130063H03Rik	False	False
C230007H23Rik	False	False
C230034O21Rik	False	False
C230047L17Rik	False	False
C230053D17Rik	False	False
C230069I12Rik	False	False
C230094B09Rik	False	False
C530034L13Rik	False	False
C530036F05Rik	False	False
C530040J15Rik	False	False
C530043A13Rik	False	False
C730034F03Rik	False	False
C920008N22Rik	False	False
Ict1os	False	False
D030028A08Rik	False	False
D130012P04Rik	False	False
D130061D10Rik	False	False
D130062J10Rik	False	False
Irx3os	False	False
D230014I24Rik	False	False
D230019A03Rik	False	False
D230044P21Rik	False	False
D330004O07Rik	False	False
D330005C11Rik	False	False
D430001F17Rik	False	False
D430032J08Rik	False	False
D430036J16Rik	False	False
D630004L18Rik	False	False
D630033L23Rik	False	False
D830013H23Rik	False	False
