File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF445RNG	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR530XQI	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										L3MBTL2-human	DNA						2016-06-23	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF019FWB/, /files/ENCFF579YKA/, /files/ENCFF458SHG/, /files/ENCFF419RSJ/	830188	ENCODE Processing Pipeline	13837091c6a6564bf9bd71dc2c3b0d6d		https://www.encodeproject.org/files/ENCFF445RNG/@@download/ENCFF445RNG.bed.gz				released	s3://encode-public/2016/10/24/1f8b6811-0466-4243-9b55-cf208c56ba46/ENCFF445RNG.bed.gz	moderate library complexity, mild to moderate bottlenecking		
ENCFF423LPW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR530XQI	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										L3MBTL2-human	DNA						2016-06-23	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF019FWB/, /files/ENCFF579YKA/, /files/ENCFF458SHG/, /files/ENCFF419RSJ/	963003	ENCODE Processing Pipeline	4b1841acd8c1d519ba0db7a6c19e4987		https://www.encodeproject.org/files/ENCFF423LPW/@@download/ENCFF423LPW.bed.gz				released	s3://encode-public/2016/10/24/98162869-7a49-4095-b1bc-02a4779c9577/ENCFF423LPW.bed.gz	moderate library complexity, mild to moderate bottlenecking		
ENCFF356MDE	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR740NPG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/BACH1-human/		hg19 21 30648581 30798861		BACH1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	2	2_1							/files/ENCFF221XVM/, /files/ENCFF274BOZ/	6495494	ENCODE Processing Pipeline	62ecdfedf414fcc71f91a2d32fd24d50		https://www.encodeproject.org/files/ENCFF356MDE/@@download/ENCFF356MDE.bed.gz				released	s3://encode-public/2016/10/19/1f5877f9-ddf0-44c1-a6b5-4fa04bc0e56a/ENCFF356MDE.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF443POG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR740NPG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/BACH1-human/		hg19 21 30648581 30798861		BACH1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF042SJF/, /files/ENCFF221XVM/, /files/ENCFF274BOZ/	7172438	ENCODE Processing Pipeline	19fc6c3b735fb09b051f9e053458a806		https://www.encodeproject.org/files/ENCFF443POG/@@download/ENCFF443POG.bed.gz				released	s3://encode-public/2016/10/28/210048ee-3bdd-4aa2-b7f0-8e35342832db/ENCFF443POG.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF795UBE	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR740NPG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/BACH1-human/		hg19 21 30648581 30798861		BACH1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1	1_1							/files/ENCFF042SJF/, /files/ENCFF274BOZ/	6964069	ENCODE Processing Pipeline	0cf18f474a866ebeabed10e75457c7aa		https://www.encodeproject.org/files/ENCFF795UBE/@@download/ENCFF795UBE.bed.gz				released	s3://encode-public/2016/10/28/ec2d1390-8ec9-4557-a3f1-a7ea1bfa4cd7/ENCFF795UBE.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF752RBV	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR740NPG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/BACH1-human/		hg19 21 30648581 30798861		BACH1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF795UBE/, /files/ENCFF443POG/, /files/ENCFF356MDE/	234782	ENCODE Processing Pipeline	c187c9c6b62752e9ebf7303126535376		https://www.encodeproject.org/files/ENCFF752RBV/@@download/ENCFF752RBV.bed.gz				released	s3://encode-public/2016/10/28/3f0b0d7b-dc5f-42d2-bc97-f625329a4817/ENCFF752RBV.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF365WQR	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR740NPG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/BACH1-human/		hg19 21 30648581 30798861		BACH1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF795UBE/, /files/ENCFF443POG/, /files/ENCFF356MDE/	308624	ENCODE Processing Pipeline	7f044fedfd3ee72ba2de5399f6421de2		https://www.encodeproject.org/files/ENCFF365WQR/@@download/ENCFF365WQR.bed.gz				released	s3://encode-public/2016/10/28/ff9413eb-536b-4624-acba-ff838359340b/ENCFF365WQR.bed.gz	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF963OMH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR017GBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TFDP1-human/		hg19 13 114155475 114323487		TFDP1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1	1_1							/files/ENCFF795UVG/, /files/ENCFF795XBH/	7060584	ENCODE Processing Pipeline	c27b230a997f55b6d03766cadf4d692f		https://www.encodeproject.org/files/ENCFF963OMH/@@download/ENCFF963OMH.bed.gz				released	s3://encode-public/2016/10/19/46b9c27b-f377-424a-9038-f713c738d6ff/ENCFF963OMH.bed.gz	missing genetic modification characterization, missing compliant biosample characterization, low read depth, borderline replicate concordance		
ENCFF261YCK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR017GBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TFDP1-human/		hg19 13 114155475 114323487		TFDP1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF100GOE/, /files/ENCFF515FAV/, /files/ENCFF963OMH/, /files/ENCFF419RSJ/	343232	ENCODE Processing Pipeline	4afb866025b1d03b43c03d677989f767		https://www.encodeproject.org/files/ENCFF261YCK/@@download/ENCFF261YCK.bed.gz				released	s3://encode-public/2016/10/28/e4c94715-14c9-4ce9-9988-63f4f2408063/ENCFF261YCK.bed.gz	missing genetic modification characterization, missing compliant biosample characterization, low read depth, borderline replicate concordance		
ENCFF354QYM	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR017GBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TFDP1-human/		hg19 13 114155475 114323487		TFDP1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF100GOE/, /files/ENCFF515FAV/, /files/ENCFF963OMH/, /files/ENCFF419RSJ/	413663	ENCODE Processing Pipeline	fff52e8bd25e2bdfe21098cee0a7dc56		https://www.encodeproject.org/files/ENCFF354QYM/@@download/ENCFF354QYM.bed.gz				released	s3://encode-public/2016/10/28/fc7e7e48-d5f3-4e77-aa58-29212555513a/ENCFF354QYM.bed.gz	missing genetic modification characterization, missing compliant biosample characterization, low read depth, borderline replicate concordance		
ENCFF515FAV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR017GBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TFDP1-human/		hg19 13 114155475 114323487		TFDP1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	2	2_1							/files/ENCFF070MZX/, /files/ENCFF795UVG/	6619030	ENCODE Processing Pipeline	48366b3c2ed51cac2f10f78eb4b0d06c		https://www.encodeproject.org/files/ENCFF515FAV/@@download/ENCFF515FAV.bed.gz				released	s3://encode-public/2016/10/28/41a971e8-5815-4e81-a5a7-98f1694a4947/ENCFF515FAV.bed.gz	missing genetic modification characterization, missing compliant biosample characterization, low read depth, borderline replicate concordance		
ENCFF100GOE	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR017GBO	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens					insertion	/targets/TFDP1-human/		hg19 13 114155475 114323487		TFDP1-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF070MZX/, /files/ENCFF795UVG/, /files/ENCFF795XBH/	7270021	ENCODE Processing Pipeline	b40b5b35d6fcf3c17038e1f5d77a4d4f		https://www.encodeproject.org/files/ENCFF100GOE/@@download/ENCFF100GOE.bed.gz				released	s3://encode-public/2016/10/28/bead7c38-8573-4d8a-8964-56caf211a082/ENCFF100GOE.bed.gz	missing genetic modification characterization, missing compliant biosample characterization, low read depth, borderline replicate concordance		
ENCFF524BVG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR091JXL	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HES1-human	DNA						2016-07-08	ENCODE			450-650	1	1_1							/files/ENCFF910IKB/, /files/ENCFF502NAY/	6285306	ENCODE Processing Pipeline	c19dae0e19a1dae0cd68b54ed60295f6		https://www.encodeproject.org/files/ENCFF524BVG/@@download/ENCFF524BVG.bed.gz				released	s3://encode-public/2016/10/24/aaa3f91e-2154-4e84-88d7-cd0f9db786e7/ENCFF524BVG.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF913QZG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR091JXL	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HES1-human	DNA						2016-07-08	ENCODE			450-650	2	2_1							/files/ENCFF227IZS/, /files/ENCFF046ACV/	6280116	ENCODE Processing Pipeline	e466bc2e046a0bd805a23d8b9aefe247		https://www.encodeproject.org/files/ENCFF913QZG/@@download/ENCFF913QZG.bed.gz				released	s3://encode-public/2016/10/24/238dc356-cbfd-47df-9546-ad03b10a0493/ENCFF913QZG.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF982UTK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR091JXL	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HES1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF227IZS/, /files/ENCFF046ACV/, /files/ENCFF502NAY/, /files/ENCFF910IKB/	7127557	ENCODE Processing Pipeline	014ba2bc893f64ca2a21fe2e666a3a9e		https://www.encodeproject.org/files/ENCFF982UTK/@@download/ENCFF982UTK.bed.gz				released	s3://encode-public/2016/10/24/f29d3e46-4fc9-4370-971a-b65a08d38602/ENCFF982UTK.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF558HHY	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR091JXL	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HES1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF913QZG/, /files/ENCFF419RSJ/, /files/ENCFF982UTK/, /files/ENCFF524BVG/	157189	ENCODE Processing Pipeline	3eb93e46e6d41c359a5d4174b89899ef		https://www.encodeproject.org/files/ENCFF558HHY/@@download/ENCFF558HHY.bed.gz				released	s3://encode-public/2016/10/24/a46610bd-f2fc-47b6-bed9-2031980a726c/ENCFF558HHY.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF010OOE	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR091JXL	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HES1-human	DNA						2016-07-08	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF913QZG/, /files/ENCFF419RSJ/, /files/ENCFF982UTK/, /files/ENCFF524BVG/	209209	ENCODE Processing Pipeline	c13baaaec9ca12f5c386ff6409336470		https://www.encodeproject.org/files/ENCFF010OOE/@@download/ENCFF010OOE.bed.gz				released	s3://encode-public/2016/10/24/37e099a7-ecb5-4aab-96db-3b8561cbe5f6/ENCFF010OOE.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking		
ENCFF190SJX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BMG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HDAC2-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF855WTK/, /files/ENCFF419RSJ/, /files/ENCFF549VQK/, /files/ENCFF843QGK/	95504	ENCODE Processing Pipeline	aee56f6071193cdb13457954e3c5612d		https://www.encodeproject.org/files/ENCFF190SJX/@@download/ENCFF190SJX.bed.gz				released	s3://encode-public/2016/12/16/7f1756ba-e569-4a49-b7e1-bffd13467064/ENCFF190SJX.bed.gz	control low read depth, mild to moderate bottlenecking, low read length	severe bottlenecking, poor library complexity	extremely low read depth
ENCFF855WTK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HDAC2-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF089JIC/, /files/ENCFF445ONF/, /files/ENCFF913HVS/	5089601	ENCODE Processing Pipeline	6b47f982246effb83d4ad78fc9fc45d3		https://www.encodeproject.org/files/ENCFF855WTK/@@download/ENCFF855WTK.bed.gz				released	s3://encode-public/2016/12/16/29b2f915-d3cf-41be-b8b2-cfcd33eb4b12/ENCFF855WTK.bed.gz	control low read depth, mild to moderate bottlenecking, low read length	severe bottlenecking, poor library complexity	extremely low read depth
ENCFF741IMY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BMG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HDAC2-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF855WTK/, /files/ENCFF419RSJ/, /files/ENCFF549VQK/, /files/ENCFF843QGK/	165026	ENCODE Processing Pipeline	15bb764a113181237eaeb47dc5b28201		https://www.encodeproject.org/files/ENCFF741IMY/@@download/ENCFF741IMY.bed.gz				released	s3://encode-public/2016/12/16/c8659b90-2b3c-4f16-9e8c-83750c120f62/ENCFF741IMY.bed.gz	control low read depth, mild to moderate bottlenecking, low read length	severe bottlenecking, poor library complexity	extremely low read depth
ENCFF549VQK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HDAC2-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF089JIC/, /files/ENCFF913HVS/	2721328	ENCODE Processing Pipeline	a02132237098f2203b653a5f2fc3d39d		https://www.encodeproject.org/files/ENCFF549VQK/@@download/ENCFF549VQK.bed.gz				released	s3://encode-public/2016/12/16/ac5a26b7-f412-4e64-ae5e-db72070921fe/ENCFF549VQK.bed.gz	control low read depth, mild to moderate bottlenecking, low read length	severe bottlenecking, poor library complexity	extremely low read depth
ENCFF843QGK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BMG	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										HDAC2-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF445ONF/, /files/ENCFF913HVS/	4381672	ENCODE Processing Pipeline	c77f0375d783c86183330629b0893b20		https://www.encodeproject.org/files/ENCFF843QGK/@@download/ENCFF843QGK.bed.gz				released	s3://encode-public/2016/12/16/011d19d4-a9da-40bc-a15b-fb6369e2bdf2/ENCFF843QGK.bed.gz	control low read depth, mild to moderate bottlenecking, low read length	severe bottlenecking, poor library complexity	extremely low read depth
ENCFF248VAH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DWE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1	1_1							/files/ENCFF873PSH/, /files/ENCFF081HVQ/	4106246	ENCODE Processing Pipeline	4836dbceb7f74afa2326b6f2eff23889		https://www.encodeproject.org/files/ENCFF248VAH/@@download/ENCFF248VAH.bed.gz				released	s3://encode-public/2016/11/07/05667ef9-d25f-44d1-91e7-3624359a9b16/ENCFF248VAH.bed.gz	low read depth, low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms	severe bottlenecking, poor library complexity, insufficient read depth	
ENCFF075EWP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DWE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF873PSH/, /files/ENCFF081HVQ/, /files/ENCFF494VZW/	4464865	ENCODE Processing Pipeline	b8db5b9fc22c7a7e92462c324c336ed6		https://www.encodeproject.org/files/ENCFF075EWP/@@download/ENCFF075EWP.bed.gz				released	s3://encode-public/2016/11/07/e0d78c24-97f9-4f4f-b13a-d7c5ed1a728a/ENCFF075EWP.bed.gz	low read depth, low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms	severe bottlenecking, poor library complexity, insufficient read depth	
ENCFF016NHU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DWE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		2	2_1							/files/ENCFF873PSH/, /files/ENCFF494VZW/	2729967	ENCODE Processing Pipeline	cb4a3bfb3a222713f2274869d9bb937f		https://www.encodeproject.org/files/ENCFF016NHU/@@download/ENCFF016NHU.bed.gz				released	s3://encode-public/2016/11/07/69222973-6c1d-4f26-9a87-35971572d8a4/ENCFF016NHU.bed.gz	low read depth, low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms	severe bottlenecking, poor library complexity, insufficient read depth	
ENCFF389ELU	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DWE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF248VAH/, /files/ENCFF016NHU/, /files/ENCFF419RSJ/, /files/ENCFF075EWP/	625017	ENCODE Processing Pipeline	eab4a62407ecb1f4025aeed2f8011c85		https://www.encodeproject.org/files/ENCFF389ELU/@@download/ENCFF389ELU.bed.gz				released	s3://encode-public/2016/11/07/433c29e0-4d05-462c-9a7d-0768b46e2982/ENCFF389ELU.bed.gz	low read depth, low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms	severe bottlenecking, poor library complexity, insufficient read depth	
ENCFF843VHC	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000DWE	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF248VAH/, /files/ENCFF016NHU/, /files/ENCFF419RSJ/, /files/ENCFF075EWP/	702428	ENCODE Processing Pipeline	58222b6f11836bebf802919942dd9933		https://www.encodeproject.org/files/ENCFF843VHC/@@download/ENCFF843VHC.bed.gz				released	s3://encode-public/2016/11/07/5ffb056c-d7ee-407b-a65e-a42c87ebe5fc/ENCFF843VHC.bed.gz	low read depth, low read length, mild to moderate bottlenecking, control low read depth, inconsistent platforms	severe bottlenecking, poor library complexity, insufficient read depth	
ENCFF912GFX	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGP	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF143-human	DNA						2011-10-29	ENCODE		see document		1	1_1							/files/ENCFF975ZXB/, /files/ENCFF023NGN/	5230461	ENCODE Processing Pipeline	1dff45d0100d976f37a77ff96ab1320a		https://www.encodeproject.org/files/ENCFF912GFX/@@download/ENCFF912GFX.bed.gz				released	s3://encode-public/2016/12/16/1a949b03-dec1-4fea-b391-0685e3fc4661/ENCFF912GFX.bed.gz	low read depth, improper control_type of control experiment, low read length		
ENCFF493ZHZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGP	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF143-human	DNA						2011-10-29	ENCODE		see document		2	2_1							/files/ENCFF682XGC/, /files/ENCFF023NGN/	4770260	ENCODE Processing Pipeline	dfd0acc6803913c793fc368c546744d7		https://www.encodeproject.org/files/ENCFF493ZHZ/@@download/ENCFF493ZHZ.bed.gz				released	s3://encode-public/2016/12/16/1a22f0d7-ad52-4c5f-813f-f18718a23cb3/ENCFF493ZHZ.bed.gz	low read depth, improper control_type of control experiment, low read length		
ENCFF086USH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EGP	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF143-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF912GFX/, /files/ENCFF493ZHZ/, /files/ENCFF419RSJ/, /files/ENCFF256RXW/	418038	ENCODE Processing Pipeline	5d148ece198c9a75d566251b85914259		https://www.encodeproject.org/files/ENCFF086USH/@@download/ENCFF086USH.bed.gz				released	s3://encode-public/2016/12/16/a6b25885-9db6-4a37-93d8-28c559cd9502/ENCFF086USH.bed.gz	low read depth, improper control_type of control experiment, low read length		
ENCFF256RXW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EGP	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF143-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF975ZXB/, /files/ENCFF682XGC/, /files/ENCFF023NGN/	2860111	ENCODE Processing Pipeline	3b2de140ca940de34b8947c6639fea71		https://www.encodeproject.org/files/ENCFF256RXW/@@download/ENCFF256RXW.bed.gz				released	s3://encode-public/2016/12/16/e0c782bb-d256-4ff5-9421-0c478f693a77/ENCFF256RXW.bed.gz	low read depth, improper control_type of control experiment, low read length		
ENCFF700GZI	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EGP	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZNF143-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF912GFX/, /files/ENCFF493ZHZ/, /files/ENCFF419RSJ/, /files/ENCFF256RXW/	506955	ENCODE Processing Pipeline	0763f9b615cf96f8212332eb4a11703f		https://www.encodeproject.org/files/ENCFF700GZI/@@download/ENCFF700GZI.bed.gz				released	s3://encode-public/2016/12/16/bd8993f3-315f-409d-958e-b4fd60f85c91/ENCFF700GZI.bed.gz	low read depth, improper control_type of control experiment, low read length		
ENCFF909RRT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR004GKA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZEB2-human	DNA						2016-06-14	ENCODE			450-650	1	1_1							/files/ENCFF035CJB/, /files/ENCFF910IKB/	6826961	ENCODE Processing Pipeline	7b33c6ed24b61d7cb79c779745ba4ed9		https://www.encodeproject.org/files/ENCFF909RRT/@@download/ENCFF909RRT.bed.gz				released	s3://encode-public/2016/10/24/b703cd93-1805-4f35-be83-82ea5dd6bfa7/ENCFF909RRT.bed.gz	low read depth, mild to moderate bottlenecking		
ENCFF183XMA	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR004GKA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZEB2-human	DNA						2016-06-14	ENCODE			450-650	2	2_1							/files/ENCFF227IZS/, /files/ENCFF754GYS/	6960087	ENCODE Processing Pipeline	e01d68b420ab4baec07c47906baebf4c		https://www.encodeproject.org/files/ENCFF183XMA/@@download/ENCFF183XMA.bed.gz				released	s3://encode-public/2016/10/24/3213f51b-1b03-4b2e-a24d-e82bddf9c62b/ENCFF183XMA.bed.gz	low read depth, mild to moderate bottlenecking		
ENCFF431YFN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR004GKA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZEB2-human	DNA						2016-06-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF035CJB/, /files/ENCFF227IZS/, /files/ENCFF910IKB/, /files/ENCFF754GYS/	7199473	ENCODE Processing Pipeline	464d6f1b6c3388a9855f2c5a85bce639		https://www.encodeproject.org/files/ENCFF431YFN/@@download/ENCFF431YFN.bed.gz				released	s3://encode-public/2016/10/24/29a01f6c-87f8-4388-b7f8-10e3c057bc6d/ENCFF431YFN.bed.gz	low read depth, mild to moderate bottlenecking		
ENCFF892BNB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR004GKA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZEB2-human	DNA						2016-06-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF431YFN/, /files/ENCFF183XMA/, /files/ENCFF419RSJ/, /files/ENCFF909RRT/	393806	ENCODE Processing Pipeline	1b84e4fb556284f763450540a0fd441d		https://www.encodeproject.org/files/ENCFF892BNB/@@download/ENCFF892BNB.bed.gz				released	s3://encode-public/2016/10/24/e929ab76-fc78-4cd2-89ae-33070f1e4326/ENCFF892BNB.bed.gz	low read depth, mild to moderate bottlenecking		
ENCFF808NWU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR004GKA	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens										ZEB2-human	DNA						2016-06-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF431YFN/, /files/ENCFF183XMA/, /files/ENCFF419RSJ/, /files/ENCFF909RRT/	494804	ENCODE Processing Pipeline	091147fb85557ce881ed563fdad1fcbd		https://www.encodeproject.org/files/ENCFF808NWU/@@download/ENCFF808NWU.bed.gz				released	s3://encode-public/2016/10/24/b0082d7f-8e80-4ec4-b3ca-7068dac5033c/ENCFF808NWU.bed.gz	low read depth, mild to moderate bottlenecking		
